id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,product_type,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,baseline2_label_text
653,The item was meant to be white but was actually very light grey. I requested a return and heard nothing for days. When I sent a message the asked if it was in the packaging and I replied that it was and attached a photo. I was then told that a return label was issued through eBay but I received nothing. Very poor communication. It shouldn鈥檛 be this difficult to make a return.,the item was meant to be white but was actually very light grey i requested a return and heard nothing for days when i sent a message the asked if it was in the packaging and i replied that it was and attached a photo i was then told that a return label was issued through ebay but i received nothing very poor communication it shouldn t be this difficult to make a return,0,negative,Sarcasm,negative,Home & Kitchen,Curtain,73,74,long,0,0,0,en,negative
654,"This has been my worst experience on Ebay ever. Would not recommend this seller. Could not get my order shipped. Ordered December 10 and canceled on December 26, MERRY CHRISTMAS !! 16 days I delt with this. No tracking number ever given !!!!!!!! Asked for full refund.",this has been my worst experience on ebay ever would not recommend this seller could not get my order shipped ordered december 10 and canceled on december 26 merry christmas 16 days i delt with this no tracking number ever given asked for full refund,0,negative,Frustration,negative,Home & Kitchen,Bedding,47,45,long,0,0,0,en,negative
655,Not understanding at all. Didn鈥檛 want to help resolve issue of miss delivery Slow response time Horrible customer service and interaction Had good value pricing items Not good communication,not understanding at all didn t want to help resolve issue of miss delivery slow response time horrible customer service and interaction had good value pricing items not good communication,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,29,30,long,0,0,0,en,negative
656,"I did not order a twin size. I ordered twin XL . But according to what I see in the tracking box, you all sent me a twin size. If that's true, I will not be able to use it. Is there anyway you can stop that delivery, and send me the correct size (twin?)",i did not order a twin size i ordered twin xl but according to what i see in the tracking box you all sent me a twin size if that's true i will not be able to use it is there you can stop that delivery and send me the correct size twin,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,55,53,long,0,0,0,en,negative
657,"The merchant DOES NOT speak or understand English. I asked to return them new-in-box because they are the wrong color, and they wanted PICTURES! I don't consider this response to be adequate for any merchant selling in my country. After verbally assaulting them for asking for a bunch of nonsense, I'll be returning them and buying elsewhere. NO I DO NOT RECOMMEND THIS MERCHANT! Follow-up from: a***g Update: They finally sent me a pre-paid label to return the item, followed by telling me don't return the item they will refund it no questions asked. The second response trumps the first where both are adequate, but still makes no sense at all. They have just guaranteed I won't bother them again for anything. It's pretty clear they don't understand the words they are writing, or their meaning.",the merchant does not speak or understand english i asked to return them new in box because they are the wrong color and they wanted pictures i don't consider this response to be adequate for any merchant selling in my country after verbally assaulting them for asking for a bunch of nonsense i'll be returning them and buying elsewhere no i do not recommend this merchant follow up from ag update they finally sent me a pre paid label to return the item followed by telling me don't return the item they will refund it no questions asked the second response trumps the first where both are adequate but still makes no sense at all they have just guaranteed i won't bother them again for anything it's pretty clear they don't understand the words they are writing or their meaning,0,negative,Frustration,negative,Home & Kitchen,Fitted Sheet Premium,136,140,long,0,0,0,en,negative
658,"Wrong color was sent , and it will not let me contact seller about the problem !",wrong color was sent and it will not let me contact seller about the problem,0,negative,Sarcasm,negative,Home & Kitchen,Home Product,17,15,long,0,0,0,en,negative
659,"Shipping took way too long. Packaging was good. Wrong design? Not as described. Only a four-piece, not a six-piece.",shipping took way too long packaging was good wrong design not as described only a four piece not a six piece,0,negative,Frustration,negative,Home & Kitchen,Bedding,19,21,long,0,0,0,en,negative
670,Shipping took too long. Packaging was good but we ordered a six-piece set and received a four-piece with the wrong print.,shipping took too long packaging was good but we ordered a six piece set and received a four piece with the wrong print,0,negative,Disappointment,negative,Home & Kitchen,Bedding,21,23,long,0,0,0,en,negative
671,"Warning, Never Buy off this store, I asked for a return and then I ask them to just send a new one, and they replied they need the po off of the Janky ripped/cut either way one end was bad stuffing coming out, because I said I would take a refund then, and they said the same thing, it's hard to give something you don't have. I'm thinking the label was never put on???",warning never buy off this store i asked for a return and then i ask them to just send a new one and they replied they need the po off of the janky ripped cut either way one end was bad stuffing coming out because i said i would take a refund then and they said the same thing it's hard to give something you don't have i'm thinking the label was never put on,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,74,75,long,0,0,0,en,negative
672,"ITEM WAS PACKAGE POORLY, ALLOWING DAMAGE TO PRODUCT DURING SHIPMENT. MANUFACTURED PACKAGE IS RESEALABLE AND PREVIOUSLY OPENED. SECONDARY PACKAGE CONTAINING FACIAL MASKS ALSO OPEN. PACKAGE CONTAINING FACIAL MASK NOT KEPT DISINFECTED OR SANITIZED.",item was package poorly allowing damage to product during shipment manufactured package is resealable and previously opened secondary package containing facial masks also open package containing facial mask not kept disinfected or sanitized,0,negative,Disappointment,negative,Home & Kitchen,Home Product,33,33,long,0,0,0,en,negative
673,"Don鈥檛 buy, you will NOT get what you order! Nor will you communication with seller to get issue resolved! HIGHLY NOT RECOMMENDED! Pictures include what was ordered and what was received.",don t buy you will not get what you order nor will you communication with seller to get issue resolved highly not recommended pictures include what was ordered and what was received,0,negative,Frustration,negative,Home & Kitchen,Pet Supplies,31,32,long,1,0,0,en,negative
674,"I ordered 3 of them and it supposed to be 100pcs per bag as the title says but it came in not only just 2 bags, also 50 pcs per bag instead 100pcs, and it鈥檚 really thin like only one layer instead of 3, so disappointed. :-(",i ordered 3 of them and it supposed to be 100pcs per bag as the title says but it came in not only just 2 bags also 50 pcs per bag instead 100pcs and it s really thin like only one layer instead of 3 so disappointed,0,negative,Sarcasm,negative,Home & Kitchen,Bag,47,47,long,0,0,0,en,negative
675,This item was ordered for a christmas present and was ordered with plenty of time. Super slow shipping! Will not use this seller again!,this item was ordered for a christmas present and was ordered with plenty of time super slow shipping will not use this seller again,0,negative,Frustration,negative,Home & Kitchen,Home Product,24,24,long,0,0,0,en,negative
676,"Send wrong color. Ordered black, label said black but received sage green",send wrong color ordered black label said black but received sage green,0,negative,Disappointment,negative,Home & Kitchen,Bedding,12,12,medium,0,0,0,en,negative
677,I ordered Qty 10 of 100 masks from this seller. They sent me only one 100 masks. The weight of the package showed 7.6 lbs. Can't believe how could they put 7.6 lbs in such a small bag. Contacted the seller. They said they would send me the rest of the masks in 24 hours. But never happened. Avoid this seller.,i ordered qty 10 of 100 masks from this seller they sent me only one 100 masks the weight of the package showed 7 6 lbs can't believe how could they put 7 6 lbs in such a small bag contacted the seller they said they would send me the rest of the masks in 24 hours but never happened avoid this seller,0,negative,Frustration,negative,Home & Kitchen,Bag,61,63,long,0,0,0,en,negative
678,I have bought California king size but you sent me wrong size I don't like it 馃槙 馃槓,i have bought california king size but you sent me wrong size i don't like it,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,18,16,long,0,0,0,en,negative
679,"Ordered 3 sets, they shipped out within a few days. Package was attempted delivery 3 hours north of my address. Had to wait till they were returned to origin. I waited and waited thinking I paid they should have shipped new order. Was told they were returned but my order was not shipped. Attempted to call no answer. I gave up and filed with EBay I did not receive items. I still wanted them but was refunded. Very bad experience",ordered 3 sets they shipped out within a few days package was attempted delivery 3 hours north of my address had to wait till they were returned to origin i waited and waited thinking i paid they should have shipped new order was told they were returned but my order was not shipped attempted to call no answer i gave up and filed with ebay i did not receive items i still wanted them but was refunded very bad experience,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,80,80,long,0,0,0,en,negative
680,"Lost order , showed up extremely late , just going to the store next time .",lost order showed up extremely late just going to the store next time,0,negative,Disappointment,negative,Home & Kitchen,Home Product,16,13,medium,0,0,0,en,negative
681,Sheets are good. But I ordered a 4 pack and received only one. Please make it right guys.,sheets are good but i ordered a 4 pack and received only one please make it right guys,0,negative,Frustration,negative,Home & Kitchen,Fitted Sheet Bulk,18,18,long,0,0,0,en,negative
682,Never received item.,never received item,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,3,3,short,0,0,0,en,negative
683,"Ordered two sets, paid for two and received one set. Very disappointed, won't do business again.",ordered two sets paid for two and received one set very disappointed won't do business again,0,negative,Disappointment,negative,Home & Kitchen,Bedding,16,16,long,0,0,0,en,negative
684,This order has been missing and cannot be located for well over two weeks. USPS has advised package is lost and cannot be located. And yet seller refuses to issue a refund. I am forced to get my refund through eBay directly. I hardly ever encounter a dishonest seller on eBay.,this order has been missing and cannot be located for well over two weeks usps has advised package is lost and cannot be located and yet seller refuses to issue a refund i am forced to get my refund through ebay directly i hardly ever encounter a dishonest seller on ebay,0,negative,Sarcasm,negative,Home & Kitchen,Pet Supplies,51,51,long,0,0,0,en,negative
685,I got black instead of blue navy blue,i got black instead of blue navy blue,0,negative,Sarcasm,negative,Home & Kitchen,Home Product,8,8,medium,0,0,0,en,negative
686,It never was delivered,it never was delivered,0,negative,Frustration,negative,Home & Kitchen,Home Product,4,4,short,0,0,0,en,negative
688,I did not receive anything,i did not receive anything,0,negative,Frustration,negative,Home & Kitchen,Bedding,5,5,short,0,0,0,en,negative
689,The color you call taupe is all wrong for the American market. The picture may look taupe but in reality is a peach color.,the color you call taupe is all wrong for the american market the picture may look taupe but in reality is a peach color,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,24,24,long,0,0,0,en,negative
690,"Sent wrong product design even the packing slip has right color on it, still sent wrong one.",sent wrong product design even the packing slip has right color on it still sent wrong one,0,negative,Disappointment,negative,Home & Kitchen,Cosmetics,17,17,long,0,0,0,en,negative
691,I ordered 6 sheet sets and received only 3.,i ordered 6 sheet sets and received only 3,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,9,9,medium,0,0,0,en,negative
692,Not what iordered,not what iordered,0,negative,Frustration,negative,Home & Kitchen,Bedding,3,3,short,0,0,0,en,negative
693,Contacted seller. They said they shipped it I never received the 3 items. They said it was my responsibility to figure out what happened. I will never buy from this seller again,contacted seller they said they shipped it i never received the 3 items they said it was my responsibility to figure out what happened i will never buy from this seller again,0,negative,Frustration,negative,Home & Kitchen,Bedding,32,32,long,0,0,0,en,negative
694,Zero stars. I ordered this product over a week ago and still haven鈥檛 received it. The seller uses a shipper that don鈥檛 provide any updates or way of contact to the buyer. I also have had zero tracking updates since Aug 3rd. It is now Aug 14th. The seller will send you a janky excuse about flooding and then ignore any further correspondence. I will be having eBay get my refund as of tomorrow when I can officially ask them to step in as the seller exhausted the full waiting term.,zero stars i ordered this product over a week ago and still haven t received it the seller uses a shipper that don t provide any updates or way of contact to the buyer i also have had zero tracking updates since aug 3rd it is now aug 14th the seller will send you a janky excuse about flooding and then ignore any further correspondence i will be having ebay get my refund as of tomorrow when i can officially ask them to step in as the seller exhausted the full waiting term,0,negative,Disappointment,negative,Home & Kitchen,Waterproof Bamboo Mattress,91,93,long,0,0,0,en,negative
695,"I bought king size They delivered queen size,that it鈥檚 wrong!",i bought king size they delivered queen size that it s wrong,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,10,12,medium,1,0,0,en,negative
696,"nothing like the picture, super cheap material. Its the world's cheapest fabric over the world's thinnest batting.",nothing like the picture super cheap material its the world's cheapest fabric over the world's thinnest batting,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,17,17,long,0,0,0,en,negative
697,Very low quality and pillows got ruined during shipping. They aren鈥檛 even filled with cushion and it鈥檚 all lopsided and looks horrible on my bed. Very disappointed. These were not cheap.,very low quality and pillows got ruined during shipping they aren t even filled with cushion and it s all lopsided and looks horrible on my bed very disappointed these were not cheap,0,negative,Disappointment,negative,Home & Kitchen,Bedding,31,33,long,0,0,0,en,negative
698,Ordered item but never received it. Seller unresponsive and not helpful at all. Have contacted seller asking them to check with their shipper but no help at all. Buyer beware.,ordered item but never received it seller unresponsive and not helpful at all have contacted seller asking them to check with their shipper but no help at all buyer beware,0,negative,Sarcasm,negative,Home & Kitchen,Home Product,30,30,long,0,0,0,en,negative
699,"Cheap! Paper thin, the loops keep disconnecting from the mask. Absolutely awful. I'll never buy from this vendor again and I'm warning everyone else about this junk they are selling",cheap paper thin the loops keep disconnecting from the mask absolutely awful i'll never buy from this vendor again and i'm warning everyone else about this junk they are selling,0,negative,Sarcasm,negative,Home & Kitchen,/100/500 3 Layer,30,30,long,0,0,0,en,negative
700,Disappoint I ordered a 6 pcs set and I received a 4pcs set!! I sent a message to get clarification but no answer!!.,disappoint i ordered a 6 pcs set and i received a 4pcs set i sent a message to get clarification but no answer,0,negative,Frustration,negative,Home & Kitchen,Bedding,23,23,long,1,0,0,en,negative
701,Paid for 6 got 2 not happy,paid for 6 got 2 not happy,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,7,7,short,1,0,0,en,negative
702,they canceled the order,they canceled the order,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,4,4,short,0,0,0,en,negative
703,never never delivered wait almost a month dont buy this seller becarefull them,never never delivered wait almost a month dont buy this seller becarefull them,0,negative,Disappointment,negative,Home & Kitchen,Home Product,13,13,medium,0,0,0,en,negative
704,Never received my purchase. I contacted them they said they shipped and it was up to me to figure out what happened. I will never purchase anything from them again!!!,never received my purchase i contacted them they said they shipped and it was up to me to figure out what happened i will never purchase anything from them again,0,negative,Disappointment,negative,Home & Kitchen,Home Product,30,30,long,0,0,0,en,negative
705,Pics are very misleading-these pillows are as flat as the ones they replaced. I wouldn鈥檛 buy again and the shipping was late also. Don鈥檛 waste your money.,pics are very misleading these pillows are as flat as the ones they replaced i wouldn t buy again and the shipping was late also don t waste your money,0,negative,Frustration,negative,Home & Kitchen,Pillow,27,30,long,0,0,0,en,negative
706,"Never got them, I think they said they were out they refunded my money!!",never got them i think they said they were out they refunded my money,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,14,14,medium,0,0,0,en,negative
707,really low grade quality and look nothing like the picture. Down alternative should still be fluffy and these are horrible,really low grade quality and look nothing like the picture down alternative should still be fluffy and these are horrible,0,negative,Sarcasm,negative,Home & Kitchen,Bedding,20,20,long,0,0,0,en,negative
708,+++ 25 Star Plus rating ******** Always an easy transaction; Items are good quality: Items are well priced; Items have always turn up here in good condition: Items as described; Items turned up here within their quoted time frame as usual: Items were well packed with extra bubble wrap: Items were sent by an eparcel label so it was fully traceable and trackable. Happy to buy from them again in the future: Always pleasant to deal with; THANK YOU AGAIN +++ 25 Star Plus rating ********,25 star plus rating always an easy transaction items are good quality items are well priced items have always turn up here in good condition items as described items turned up here within their quoted time frame as usual items were well packed with extra bubble wrap items were sent by an eparcel label so it was fully traceable and trackable happy to buy from them again in the future always pleasant to deal with thank you again 25 star plus rating,2,positive,Relief,positive,Movies & Music,DVD,86,82,long,0,0,0,en,positive
709,"Brand new, as promised. Appearance and quality as described. Good value for money - very generous price. The DVD was packaged well, so arrived in excellent condition. Good communication. Very happy with my purchase and the whole shopping experience. I would recommend this eBay seller to others. Also, I would happily buy from them again.",brand new as promised appearance and quality as described good value for money very generous price the dvd was packaged well so arrived in excellent condition good communication very happy with my purchase and the whole shopping experience i would recommend this ebay seller to others also i would happily buy from them again,2,positive,Satisfaction,positive,Movies & Music,DVD,55,54,long,6,0,0,en,positive
710,"Item arrived exactly as described and accurate to the listing; it is factory brand new with the original Y-fold cellophane sealing, in top condition and top appearance. Quick postage and delivery, packaged and protected in a bubble wrap letter. Great quality and value. Thanks!",item arrived exactly as described and accurate to the listing it is factory brand new with the original y fold cellophane sealing in top condition and top appearance quick postage and delivery packaged and protected in a bubble wrap letter great quality and value thanks,2,positive,Relief,positive,Movies & Music,Blu-Ray,44,45,long,2,0,0,en,positive
711,"Once again 馃挴%!! The item arrived this afternoon 馃摤 as per described, and was superbly packaged. Excellent communication with this Amazing seller, which is always very important 鉁? Thank you for a quick pleasant transaction and for the Blu-rays,. Should the occasion arise in the future, I will definitely be doing business with you again 鉁?鉁?鉁?鉁?鉁?馃槂.",once again the item arrived this afternoon as per described and was superbly packaged excellent communication with this amazing seller which is always very important thank you for a quick pleasant transaction and for the blu rays should the occasion arise in the future i will definitely be doing business with you again,2,positive,Relief,positive,Movies & Music,Blu-Ray,61,53,long,1,0,0,en,positive
712,"Once again 馃挴%!! The item arrived this afternoon 馃摤 as per described, and was superbly packaged. Excellent communication with this Amazing seller, which is always very important 鉁? Thank you for a quick pleasant transaction and for the Blu-ray. Should the occasion arise in the future, I will definitely be doing business with you again 鉁?鉁?鉁?鉁?鉁?馃槂.",once again the item arrived this afternoon as per described and was superbly packaged excellent communication with this amazing seller which is always very important thank you for a quick pleasant transaction and for the blu ray should the occasion arise in the future i will definitely be doing business with you again,2,positive,Satisfaction,positive,Movies & Music,Blu-Ray,61,53,long,0,0,0,en,positive
713,**All Good**As Described**Well Priced**Prompt Dispatch**Well Packed For Post**Good Communication**Highly Recommended Seller**,all good as described well priced prompt dispatch well packed for post good communication highly recommended seller,2,positive,Satisfaction,positive,Movies & Music,DVD,11,17,long,0,0,0,en,positive
714,+++ 25 Star Plus rating ******** Always an easy transaction; Items are good quality: Items are well priced; Items have always turn up here in good condition: Items as described; Items turned up here within their quoted time frame as usual: : Happy to buy from them again in the future: Always pleasant to deal with; THANK YOU AGAIN +++ 25 Star Plus rating ********,25 star plus rating always an easy transaction items are good quality items are well priced items have always turn up here in good condition items as described items turned up here within their quoted time frame as usual happy to buy from them again in the future always pleasant to deal with thank you again 25 star plus rating,2,positive,Relief,positive,Movies & Music,DVD,65,60,long,0,0,0,en,positive
715,"I love this seller, they list what they DO have in stock, none of this we don't have it or its discontinued. I am happy to deal here as I know I will receive my order in record time, well packed & clearly addressed. THANK YOU, AAAAA++++++++++++",i love this seller they list what they do have in stock none of this we don't have it or its discontinued i am happy to deal here as i know i will receive my order in record time well packed clearly addressed thank you aaaaa,2,positive,Amusement,positive,Movies & Music,DVD,47,46,long,4,0,0,en,positive
716,I realised after I had purchased this DVD that I already had it so I got in touch with seller and she told me to send it back once I had received which I did. The only comment I can make that I'm am so grateful that she accepted it back. So in future will buy from seller again. Thank you.,i realised after i had purchased this dvd that i already had it so i got in touch with seller and she told me to send it back once i had received which i did the only comment i can make that i'm am so grateful that she accepted it back so in future will buy from seller again thank you,2,positive,Relief,positive,Movies & Music,DVD,61,61,long,1,0,0,en,positive
717,"Well priced, great condition, brand new, well packed, fast postage, clear communication (and not OTT), perfect first experience from this great seller - thanks!",well priced great condition brand new well packed fast postage clear communication and not ott perfect first experience from this great seller thanks,2,positive,Relief,positive,Movies & Music,Blu-Ray,24,23,long,2,0,0,en,positive
718,"Hello item recieved as described in GOOD condition, in SECURE packaging. A QUALITY item with VALUE purchase arrived with SPEEDY postage. FROM A TOP SELLER WITH A BIG THANK YOU.",hello item recieved as described in good condition in secure packaging a quality item with value purchase arrived with speedy postage from a top seller with a big thank you,2,positive,Relief,positive,Movies & Music,DVD,30,30,long,0,0,0,en,positive
719,Very Happy with Item purchased and seller. Blu ray was as described and well packaged for shipment. Price was very reasonable too Thanks,very happy with item purchased and seller blu ray was as described and well packaged for shipment price was very reasonable too thanks,2,positive,Relief,positive,Movies & Music,Blu-Ray,23,23,long,7,0,0,en,positive
720,This was an excellent DVD with clear pucture and ease of use. It was brand new and arrived safely in a well protected and padded envelope. I was very happy with the price. The DVD was well presented and as advertised. I would be happy to buy from this seller again.,this was an excellent dvd with clear pucture and ease of use it was brand new and arrived safely in a well protected and padded envelope i was very happy with the price the dvd was well presented and as advertised i would be happy to buy from this seller again,2,positive,Satisfaction,positive,Movies & Music,DVD,51,51,long,3,0,0,en,positive
721,"Quality item, was brand new, in an unopened package, as describled. Excellent value. Very quick postage. Great Ebayer, thank you again. I very much like all the interesting items on your site.",quality item was brand new in an unopened package as describled excellent value very quick postage great ebayer thank you again i very much like all the interesting items on your site,2,positive,Relief,positive,Movies & Music,DVD,32,32,long,0,0,0,en,positive
722,My experience with this seller is perfect. Transaction went smoothly with no issues occurring. Very fast shipping with the item being securely packaged. Accurate description of the item. I highly recommend this seller.,my experience with this seller is perfect transaction went smoothly with no issues occurring very fast shipping with the item being securely packaged accurate description of the item i highly recommend this seller,2,positive,Amusement,positive,Movies & Music,DVD,33,33,long,0,0,0,en,positive
723,"Thanks. This arrived today , safely packaged and with clear address details. Item is in excellent condition as described. Prompt and timely delivery. A positive purchased transaction and a recommended seller",thanks this arrived today safely packaged and with clear address details item is in excellent condition as described prompt and timely delivery a positive purchased transaction and a recommended seller,2,positive,Satisfaction,positive,Movies & Music,DVD,31,30,long,0,0,0,en,positive
724,"item arrived in excellent condition,delivery was quicker than expected arriving within a few days service was of very high quality & was great value being cheaper than others with free delivery by all appearance I can not see anything else this seller could had done to make this sale go any better I myself can not done more than to recommend you try this seller for yourself",item arrived in excellent condition delivery was quicker than expected arriving within a few days service was of very high quality was great value being cheaper than others with free delivery by all appearance i can not see anything else this seller could had done to make this sale go any better i myself can not done more than to recommend you try this seller for yourself,2,positive,Amusement,positive,Movies & Music,DVD,67,67,long,0,0,0,en,positive
725,"Arrived quickly, as described, in perfect condition still sealed. Reasonably priced. I highly recommend this seller! Very happy thank you! 馃槉",arrived quickly as described in perfect condition still sealed reasonably priced i highly recommend this seller very happy thank you,2,positive,Amusement,positive,Movies & Music,DVD,21,20,long,1,0,0,en,positive
726,"Item as described, well packed and super quick delivery. Thankyou- Recommended seller AAA+++",item as described well packed and super quick delivery thankyou recommended seller aaa,2,positive,Amusement,positive,Movies & Music,DVD,13,13,medium,1,0,0,en,positive
727,"item arrived as described, good postage and handling time, good communication, good seller",item arrived as described good postage and handling time good communication good seller,2,positive,Amusement,positive,Movies & Music,DVD,13,13,medium,0,0,0,en,positive
728,Great seller. Item as described. Well packed. Fast postage. Thanks!:),great seller item as described well packed fast postage thanks,2,positive,Satisfaction,positive,Movies & Music,DVD,10,10,medium,1,0,0,en,positive
729,"Happy with purchase, Item as described, fast delivery, well packed, excellent service, I would recommend this seller. AAA+++",happy with purchase item as described fast delivery well packed excellent service i would recommend this seller aaa,2,positive,Satisfaction,positive,Movies & Music,DVD,18,18,long,0,0,0,en,positive
730,"Legend 馃憤 Thanks so much for a perfect transaction and purchase!!! Fast delivery, packaged extra well, was exactly as described!!! Hope to buy from you again! Top seller - highly recommended A+A+A+A+A+",legend thanks so much for a perfect transaction and purchase fast delivery packaged extra well was exactly as described hope to buy from you again top seller highly recommended a a a a a,2,positive,Amusement,positive,Movies & Music,DVD,32,34,long,0,0,0,en,positive
731,"excellent seller - well packed, as listed, received quickly & safely - thankyou",excellent seller well packed as listed received quickly safely thankyou,2,positive,Amusement,positive,Movies & Music,DVD,13,10,medium,0,0,0,en,positive
732,"Item was well wrapped and arrived exactly as described. Great communication, fast postage time. An A++ seller.",item was well wrapped and arrived exactly as described great communication fast postage time an a seller,2,positive,Satisfaction,positive,Movies & Music,DVD,17,17,long,1,0,0,en,positive
733,Excellent seller. Fast despatch and delivery. Great value. Very well packaged. Would happily purchase from this seller again.,excellent seller fast despatch and delivery great value very well packaged would happily purchase from this seller again,2,positive,Satisfaction,positive,Movies & Music,Blu-Ray,18,18,long,3,0,0,en,positive
734,Item exactly as described. Well packed and arrived very quickly. Great seller!,item exactly as described well packed and arrived very quickly great seller,2,positive,Satisfaction,positive,Movies & Music,DVD,12,12,medium,0,0,0,en,positive
735,Rcvd 13/3/26 just as described. Quick delivery. Great seller. Thanks so much,rcvd 13 3 26 just as described quick delivery great seller thanks so much,2,positive,Relief,positive,Movies & Music,DVD,12,14,medium,1,0,0,en,positive
736,Excellent eBay seller. Goods as described. Great Communications. Fast post. Highly recommended. AAA+++,excellent ebay seller goods as described great communications fast post highly recommended aaa,2,positive,Relief,positive,Movies & Music,DVD,13,13,medium,1,0,0,en,positive
737,"Fantastic seller猸愶笍 DVD packaged well and is exactly as described, Fast postage, Great edition to my Lord of the rings dvd set. Many thanks, happiest new year xo",fantastic seller dvd packaged well and is exactly as described fast postage great edition to my lord of the rings dvd set many thanks happiest new year xo,2,positive,Relief,positive,Movies & Music,DVD,28,28,long,0,0,0,en,positive
738,"Item just as described, arrived on time and well packaged. Would def recommend this seller :)",item just as described arrived on time and well packaged would def recommend this seller,2,positive,Amusement,positive,Movies & Music,DVD,16,15,long,1,0,0,en,positive
739,"Great seller! Item as described, packaged very well and came quickly. Very happy, thank you!",great seller item as described packaged very well and came quickly very happy thank you,2,positive,Relief,positive,Movies & Music,Blu-Ray,15,15,long,0,0,0,en,positive
740,"The item was received in a Brand New and Sealed Condition, exactly as described and in a quick period of time. The item was great quality, value and appearance. Thankyou.",the item was received in a brand new and sealed condition exactly as described and in a quick period of time the item was great quality value and appearance thankyou,2,positive,Amusement,positive,Movies & Music,DVD,30,30,long,0,0,0,en,positive
741,Item as per the description great price Brand new great value came well packed shipping was fast,item as per the description great price brand new great value came well packed shipping was fast,2,positive,Amusement,positive,Movies & Music,DVD,17,17,long,5,0,0,en,positive
742,Exactly as described. Well packaged. Great value and free postage. Very happy.,exactly as described well packaged great value and free postage very happy,2,positive,Relief,positive,Movies & Music,DVD,12,12,medium,6,0,0,en,positive
743,was very happy with my purchase . I have brought this Person before a few times and i haven't been disappointed yet . They answer any your questions in a timely manor . It was delivered on time .,was very happy with my purchase i have brought this person before a few times and i haven't been disappointed yet they answer any your questions in a timely manor it was delivered on time,2,positive,Amusement,positive,Movies & Music,DVD,39,35,long,3,0,0,en,positive
744,Arrived item as described good packaging 5 stars recommend seller锟硷考锟硷考,arrived item as described good packaging 5 stars recommend seller,2,positive,Relief,positive,Movies & Music,Blu-Ray,10,10,medium,0,0,0,en,positive
745,"Thanks for the great quality dvd. The item was well packaged, looks exactly as described, in top condition and arrived quickly 馃槉 I highly recommend this seller! A+++ 猸愶笍馃専猸愶笍馃専猸愶笍",thanks for the great quality dvd the item was well packaged looks exactly as described in top condition and arrived quickly i highly recommend this seller a,2,positive,Relief,positive,Movies & Music,DVD,29,27,long,0,0,0,en,positive
746,"馃挴%!! Amazingly quick delivery! The item arrived this morning馃摤 as per described, and was neatly packaged. Excellent communication with this seller, which is always very important 鉁? Thank you for a quick pleasant transaction and for the Blu-ray. Should the occasion arise in the future, I will definitely be doing business with you again 鉁?鉁?鉁?鉁?鉁?馃槂.",amazingly quick delivery the item arrived this morning as per described and was neatly packaged excellent communication with this seller which is always very important thank you for a quick pleasant transaction and for the blu ray should the occasion arise in the future i will definitely be doing business with you again,2,positive,Satisfaction,positive,Movies & Music,Blu-Ray,60,53,long,2,0,0,en,positive
747,"Great reliable seller. Accurate in description, arriving promptly in brand new condition. Quality and value excellent. Thanks for a hassle free transaction.",great reliable seller accurate in description arriving promptly in brand new condition quality and value excellent thanks for a hassle free transaction,2,positive,Relief,positive,Movies & Music,DVD,22,22,long,1,0,0,en,positive
748,Great product. Item as described. Well packaged. Quick delivery. 10/10 service. Recommended seller.,great product item as described well packaged quick delivery 10 10 service recommended seller,2,positive,Satisfaction,positive,Movies & Music,Blu-Ray,13,14,medium,0,0,0,en,positive
749,"An excellent seller to buy from. Fast postage, well wrapped and item just as described. Will definitely buy from this seller again and would recommend them to everyone. A+++++",an excellent seller to buy from fast postage well wrapped and item just as described will definitely buy from this seller again and would recommend them to everyone a,2,positive,Relief,positive,Movies & Music,DVD,29,29,long,1,0,0,en,positive
750,Prompt postage. Well packaged. Exactly as described. Brilliant value.,prompt postage well packaged exactly as described brilliant value,2,positive,Relief,positive,Movies & Music,DVD,9,9,medium,0,0,0,en,positive
751,"Great E-bay seller, great communication, good care taken, when posting my purchase, arriving on time, and exactly how it looked in the E-bay post. A very satisfied customer, who will definitely be purchasing from this seller, again. Thank you from a very happy customer.",great e bay seller great communication good care taken when posting my purchase arriving on time and exactly how it looked in the e bay post a very satisfied customer who will definitely be purchasing from this seller again thank you from a very happy customer,2,positive,Satisfaction,positive,Movies & Music,Blu-Ray,44,46,long,4,0,0,en,positive
752,"Great seller 猸愶笍 Fast postage, dvds were packaged with care and exactly as described. So excited to see a new Mrs Browns Boys!!!! Many thanks always xo",great seller fast postage dvds were packaged with care and exactly as described so excited to see a new mrs browns boys many thanks always xo,2,positive,Satisfaction,positive,Movies & Music,DVD,27,26,long,0,0,0,en,positive
