id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
3944,Right so The automated bot sent me into an infinite loop of the refund policy Whatever ??,right so the automated bot sent me into an infinite loop of the refund policy,0,negative,Sarcasm,negative,Clothing,17,15,long,4,1,0,en,negative
3945,I guess Their phone system kept me company for three hours Just putting it out there ok,i guess their phone system kept me company for three hours just putting it out there ok,0,negative,Frustration,negative,Home & Kitchen,17,17,long,9,1,0,en,negative
3946,The representative pretended they couldn't hear me talk about three hours smh,the representative pretended they couldn't hear me talk about three hours,0,negative,Frustration,negative,Automotive,12,11,medium,5,1,0,en,negative
3947,The help desk ignored my questoin regarding my issue smh,the help desk ignored my questoin regarding my issue,0,negative,Sarcasm,negative,Sports & Outdoors,10,9,medium,6,1,0,en,negative
3948,well the help desk sent me into an infinite loop of the refund policy just putting it out there ??,well the help desk sent me into an infinite loop of the refund policy just putting it out there,0,negative,Disappointment,negative,Electronics,20,19,long,2,1,0,en,negative
3949,Honestly Their phone system ignored my question regarding the refund policy lol,honestly their phone system ignored my question regarding the refund policy,0,negative,Frustration,negative,Home & Kitchen,12,11,medium,1,1,0,en,negative
3953,right so the automated bot sent me into an infinite loop of my issue end of story ok,right so the automated bot sent me into an infinite loop of my issue end of story ok,0,negative,Sarcasm,negative,Electronics,18,18,long,5,1,0,en,negative
3954,So The help desk gave me a completely unrelated response about another product entirely Whatever,so the help desk gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Home & Kitchen,15,14,medium,0,1,0,en,negative
3955,If im being real The help desk pretended they couldnt hear me talk about my issue Whatever !!,if im being real the help desk pretended they couldnt hear me talk about my issue,0,negative,Disappointment,negative,Automotive,18,16,long,0,1,0,en,negative
3956,their phone system sent me into an infinite loop of the refund policy take it or leave it .,their phone system sent me into an infinite loop of the refund policy take it or leave it,0,negative,Sarcasm,negative,Electronics,19,18,long,0,1,0,en,negative
3957,right so the email chani kept me company for my issue !!,right so the email chani kept me company for my issue,0,negative,Frustration,negative,Home & Kitchen,12,11,medium,5,1,0,en,negative
3958,The email chain gave me a completely unrelated response about hold music End of story ok,the email chain gave me a completely unrelated response about hold music end of story ok,0,negative,Frustration,negative,Automotive,16,16,long,1,1,0,en,negative
3959,Look The email chain pretended they couldn't hear me talk about hold music Anyway lol,look the email chain pretended they couldn't hear me talk about hold music,0,negative,Sarcasm,negative,Automotive,15,13,medium,0,1,0,en,negative
3960,the representative ignored my question regarding another product entirely end of story .,the representative ignored my question regarding another product entirely end of story,0,negative,Frustration,negative,Electronics,13,12,medium,0,1,0,en,negative
3961,honestly the help desk gave me a completely unrelated response about another product entirely oh well tbh,honestly the help desk gave me a completely unrelated response about another product entirely oh well,0,negative,Frustration,negative,Electronics,17,16,long,1,1,0,en,negative
3962,the  automated bot gave me a completely unrelated response about my issue cheers smh,the automated bot gave me a completely unrelated response about my issue,0,negative,Disappointment,negative,Clothing,14,12,medium,1,1,0,en,negative
3963,I guess The automated bot sent me into an infinite loop of threeh ours tbh,i guess the automated bot sent me into an infinite loop of threeh ours,0,negative,Disappointment,negative,Automotive,15,14,medium,1,1,0,en,negative
3964,First off The email chain gave me a completely unrelated response about another product entirely hmm,first off the email chain gave me a completely unrelated response about another product entirely,0,negative,Disappointment,negative,Sports & Outdoors,16,15,long,1,1,0,en,negative
3965,The  help desk ignored my question regarding hold music Make of that what you will,the help desk ignored my question regarding hold music make of that what you will,0,negative,Sarcasm,negative,Electronics,15,15,long,0,1,0,en,negative
3967,First  off The automated bot gave me a completely unrelated response about the refund policy Make of that what you will wow,first off the automated bot gave me a completely unrelated response about the refund policy make of that what you will,0,negative,Frustration,negative,Home & Kitchen,22,21,long,0,1,0,en,negative
3968,listen the help desk gave me a completely unrelated response about another product entirely oh well yeah,listen the help desk gave me a completely unrelated response about another product entirely oh well,0,negative,Sarcasm,negative,Clothing,17,16,long,0,1,0,en,negative
3969,the automated bot sent me into an infinite loop of the refund policy take it or leave it hmm,the automated bot sent me into an infinite loop of the refund policy take it or leave it,0,negative,Frustration,negative,Clothing,19,18,long,0,1,0,en,negative
3970,the help desk sent me into an infinite loop of three hours end of story !!,the help desk sent me into an infinite loop of three hours end of story,0,negative,Disappointment,negative,Sports & Outdoors,16,15,long,2,1,0,en,negative
3971,Right so Their phone system kept me company for three hours Cheers ok,right so their phone system kept me company for three hours ok,0,negative,Frustration,negative,Clothing,13,12,medium,0,1,0,en,negative
3972,The help desk kept me company for hold music Anyway tbh,the help desk kept me company for hold music,0,negative,Disappointment,negative,Clothing,11,9,medium,3,1,0,en,negative
3974,The email chain gave me a completely unrleated response about three hours,the email chain gave me a completely unrleated response about three hours,0,negative,Disappointment,negative,Home & Kitchen,12,12,medium,0,1,0,en,negative
3977,Listen The representative gave me a completely unrelated response about my issue Fascinating !!,listen the representative gave me a completely unrelated response about my issue,0,negative,Frustration,negative,Sports & Outdoors,14,12,medium,0,1,0,en,negative
3978,Ok so The automated bot ignored my question regarding hold music End of story !!,ok so the automated bot ignored my question regarding hold music end of story,0,negative,Disappointment,negative,Automotive,15,14,medium,3,1,0,en,negative
3979,So Their phone system kept me company for three hours Yup,so their phone system kept me company for three hours,0,negative,Sarcasm,negative,Electronics,11,10,medium,1,1,0,en,negative
3981,the help desk pretended they couldnt hear me talk about my issue end of story,the help desk pretended they couldnt hear me talk about my issue end of story,0,negative,Frustration,negative,Sports & Outdoors,15,15,long,0,1,0,en,negative
3982,look  the email chain gave me a completely unrelated response about the refund policy cheers ok,look the email chain gave me a completely unrelated response about the refund policy ok,0,negative,Frustration,negative,Automotive,16,15,long,4,1,0,en,negative
3983,So Their phone system gave me a completely unrelated response about the refund policy Take it or leave it,so their phone system gave me a completely unrelated response about the refund policy take it or leave it,0,negative,Disappointment,negative,Electronics,19,19,long,0,1,0,en,negative
3984,Look The email chain gave me a completely unrelated response about another product entirely End of story,look the email chain gave me a completely unrelated response about another product entirely end of story,0,negative,Sarcasm,negative,Automotive,17,17,long,1,1,0,en,negative
3987,So The help desk ignored my question regarding three hours Cheers tbh,so the help desk ignored my question regarding three hours,0,negative,Sarcasm,negative,Home & Kitchen,12,10,medium,1,1,0,en,negative
3989,The representative ignored my question regarding my issue ok,the representative ignored my question regarding my issue ok,0,negative,Disappointment,negative,Electronics,9,9,medium,0,1,0,en,negative
3990,Honestly The automated bot gave me a completely unrelated response about hold music Whatever yeah,honestly the automated bot gave me a completely unrelated response about hold music,0,negative,Disappointment,negative,Electronics,15,13,medium,0,1,0,en,negative
3991,I guess The help desk kept me company for three hours End of story hmm,i guess the help desk kept me company for three hours end of story,0,negative,Frustration,negative,Sports & Outdoors,15,14,medium,4,1,0,en,negative
3993,The automated bot pretended they couldn't hear me talk about my issue Make of that what you will lol,the automated bot pretended they couldn't hear me talk about my issue make of that what you will,0,negative,Frustration,negative,Clothing,19,18,long,1,1,0,en,negative
3997,the automated bot gave me a completely unrelated response about hold music anyway ok,the automated bot gave me a completely unrelated response about hold music ok,0,negative,Frustration,negative,Electronics,14,13,medium,3,1,0,en,negative
3998,Honestly  The email chain ignored my question regarding my issue ok,honestly the email chain ignored my question regarding my issue ok,0,negative,Disappointment,negative,Clothing,11,11,medium,2,1,0,en,negative
4000,The email chain gave me a completel yunrelated response about another product entirely Just putting it out there,the email chain gave me a completel yunrelated response about another product entirely just putting it out there,0,negative,Frustration,negative,Automotive,18,18,long,0,1,0,en,negative
4001,Ok so Their phone system ignored my question regarding my issue wow,ok so their phone system ignored my question regarding my issue,0,negative,Disappointment,negative,Home & Kitchen,12,11,medium,4,1,0,en,negative
4002,The representative ignored my quesiton regarding another product entirely End of story,the representative ignored my quesiton regarding another product entirely end of story,0,negative,Sarcasm,negative,Electronics,12,12,medium,4,1,0,en,negative
4003,First off The representative sent me into an infinite loop of another product entirely End of story wow,first off the representative sent me into an infinite loop of another product entirely end of story,0,negative,Sarcasm,negative,Electronics,18,17,long,0,1,0,en,negative
4004,their phone system pretended they couldn't hear me talk about my issue ok,their phone system pretended they couldn't hear me talk about my issue ok,0,negative,Sarcasm,negative,Automotive,13,13,medium,3,1,0,en,negative
4005,if  im being real their phone system ignored my question regarding my issue hmm,if im being real their phone system ignored my question regarding my issue,0,negative,Disappointment,negative,Electronics,14,13,medium,1,1,0,en,negative
4006,ok so the email chain gave me a completely unrelated response about my issue oh well wow,ok so the email chain gave me a completely unrelated response about my issue oh well,0,negative,Disappointment,negative,Automotive,17,16,long,1,1,0,en,negative
4007,Right so The help desk pretended they couldnt hear me talk about the refund policy Whatever ok,right so the help desk pretended they couldnt hear me talk about the refund policy ok,0,negative,Sarcasm,negative,Automotive,17,16,long,8,1,0,en,negative
4010,The representative ignored my question regarding my issue Fascinating !!,the representative ignored my question regarding my issue,0,negative,Frustration,negative,Home & Kitchen,10,8,medium,1,1,0,en,negative
4011,Bruh Their phone system gave me a completely unrelated response about hold music ok,their phone system gave me a completely unrelated response about hold music ok,0,negative,Frustration,negative,Electronics,14,13,medium,3,1,0,en,negative
4012,I guess The email chain ignored my question regarding hold music Yup ok,i guess the email chain ignored my question regarding hold music ok,0,negative,Frustration,negative,Sports & Outdoors,13,12,medium,4,1,0,en,negative
4013,Wow Their phone system pretended they couldnt hear me talk about the refund policy !!,their phone system pretended they couldnt hear me talk about the refund policy,0,negative,Disappointment,negative,Automotive,15,13,medium,0,1,0,en,negative
4014,the automated bot ignored my question regarding my issue wow,the automated bot ignored my question regarding my issue,0,negative,Sarcasm,negative,Automotive,10,9,medium,5,1,0,en,negative
4015,look their phone system ignored my question regarding another product entirely anyway,look their phone system ignored my question regarding another product entirely,0,negative,Disappointment,negative,Home & Kitchen,12,11,medium,1,1,0,en,negative
4016,Look The help desk pretended they couldn't hear me talk about hold music Just putting it out there lol,look the help desk pretended they couldn't hear me talk about hold music just putting it out there,0,negative,Frustration,negative,Clothing,19,18,long,0,1,0,en,negative
4018,The email chain pretended they couldn't hear me talk about another product entirely Make of that what you will,the email chain pretended they couldn't hear me talk about another product entirely make of that what you will,0,negative,Disappointment,negative,Clothing,19,19,long,1,1,0,en,negative
4019,look their phone system kept me company for hold music,look their phone system kept me company for hold music,0,negative,Frustration,negative,Clothing,10,10,medium,0,1,0,en,negative
4020,Listen The help desk sent me into na infinite loop of three hours !!,listen the help desk sent me into na infinite loop of three hours,0,negative,Frustration,negative,Sports & Outdoors,14,13,medium,0,1,0,en,negative
4021,honestly their phone system pretended they couldn't hear me talk about the refund policy yup wow,honestly their phone system pretended they couldn't hear me talk about the refund policy,0,negative,Frustration,negative,Clothing,16,14,medium,0,1,0,en,negative
4023,Their phone system gave me a completely urnelated response about three hours Yup,their phone system gave me a completely urnelated response about three hours,0,negative,Disappointment,negative,Electronics,13,12,medium,0,1,0,en,negative
4024,Ok so The help desk gave me a completely unrelated response about hold music .,ok so the help desk gave me a completely unrelated response about hold music,0,negative,Frustration,negative,Home & Kitchen,15,14,medium,0,1,0,en,negative
4025,Well The help desk kept me company for another product entirely End of story ??,well the help desk kept me company for another product entirely end of story,0,negative,Disappointment,negative,Sports & Outdoors,15,14,medium,2,1,0,en,negative
4026,i guess the email chain pretended they couldn't hear me talk about my issue ok,i guess the email chain pretended they couldn't hear me talk about my issue ok,0,negative,Sarcasm,negative,Clothing,15,15,long,2,1,0,en,negative
4030,ok so the email chain sent me into an infinite loop of the refund policy end of story !!,ok so the email chain sent me into an infinite loop of the refund policy end of story,0,negative,Disappointment,negative,Home & Kitchen,19,18,long,0,1,0,en,negative
4031,the email chain pretended they couldnt hear me talk about three hours just putting it out there ok,the email chain pretended they couldnt hear me talk about three hours just putting it out there ok,0,negative,Frustration,negative,Home & Kitchen,18,18,long,4,1,0,en,negative
4032,wow  the automated bot pretended they couldn't hear me talk about hold music take it or leave it smh,the automated bot pretended they couldn't hear me talk about hold music take it or leave it,0,negative,Disappointment,negative,Clothing,19,17,long,2,1,0,en,negative
4034,First off The email chain kept me company for hold music !!,first off the email chain kept me company for hold music,0,negative,Sarcasm,negative,Clothing,12,11,medium,3,1,0,en,negative
4036,Listen The automated bot gave me a completely unrelated response about another product entirely yeah,listen the automated bot gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Electronics,15,14,medium,1,1,0,en,negative
4037,Ok so The representative ignored my question regarding three hours,ok so the representative ignored my question regarding three hours,0,negative,Disappointment,negative,Automotive,10,10,medium,4,1,0,en,negative
4038,Okay The representative ignored my question reagrding my issue .,okay the representative ignored my question reagrding my issue,0,negative,Disappointment,negative,Automotive,10,9,medium,0,1,0,en,negative
4039,Okay The help desk ignored my question regarding my issue Anyway .,okay the help desk ignored my question regarding my issue,0,negative,Sarcasm,negative,Clothing,12,10,medium,0,1,0,en,negative
4040,Honestly Their phone system pretended they couldn't hear me talk about my issue Oh well,honestly their phone system pretended they couldn't hear me talk about my issue oh well,0,negative,Disappointment,negative,Clothing,15,15,long,6,1,0,en,negative
4041,okay the representative sent me into an infinite loop of another product entirely fascinating hmm,okay the representative sent me into an infinite loop of another product entirely,0,negative,Frustration,negative,Electronics,15,13,medium,0,1,0,en,negative
4042,honestly the email chain gave me a completely unrelated response about another product entirely,honestly the email chain gave me a completely unrelated response about another product entirely,0,negative,Sarcasm,negative,Sports & Outdoors,14,14,medium,2,1,0,en,negative
4043,I guess The automated bot kept me company for my issue Just putting it out there hmm,i guess the automated bot kept me company for my issue just putting it out there,0,negative,Frustration,negative,Automotive,17,16,long,8,1,0,en,negative
4044,the automated bot sent me into an nifinite loop of another product entirely ??,the automated bot sent me into an nifinite loop of another product entirely,0,negative,Disappointment,negative,Sports & Outdoors,14,13,medium,1,1,0,en,negative
4045,ok so the help desk sent me into an infinite loop of hold music yeah,ok so the help desk sent me into an infinite loop of hold music,0,negative,Frustration,negative,Electronics,15,14,medium,2,1,0,en,negative
4046,Right so The email chain sent me into an infinite loop of hold music yeah,right so the email chain sent me into an infinite loop of hold music,0,negative,Sarcasm,negative,Clothing,15,14,medium,1,1,0,en,negative
4047,First  off The email chain pretended tehy couldn't hear me talk about my issue Yup smh,first off the email chain pretended tehy couldn't hear me talk about my issue,0,negative,Disappointment,negative,Electronics,16,14,medium,2,1,0,en,negative
4048,Their phone system kept me compnay for another product entirely tbh,their phone system kept me compnay for another product entirely,0,negative,Sarcasm,negative,Automotive,11,10,medium,3,1,0,en,negative
4050,The email chain sent me into an infinite loop of the refund policy wow,the email chain sent me into an infinite loop of the refund policy,0,negative,Sarcasm,negative,Clothing,14,13,medium,1,1,0,en,negative
4051,the email chain kept me company for another product entirely oh well !!,the email chain kept me company for another product entirely oh well,0,negative,Disappointment,negative,Automotive,13,12,medium,14,1,0,en,negative
4053,Well The help desk sent me into an infinite loop of my issue Oh well lol,well the help desk sent me into an infinite loop of my issue oh well,0,negative,Disappointment,negative,Clothing,16,15,long,0,1,0,en,negative
4054,if im being real the representative kept me company for the refund policy yeah,if im being real the representative kept me company for the refund policy,0,negative,Frustration,negative,Clothing,14,13,medium,0,1,0,en,negative
4056,I guess Their phone system kept me company for another product entirely .,i guess their phone system kept me company for another product entirely,0,negative,Sarcasm,negative,Clothing,13,12,medium,10,1,0,en,negative
4057,Okay The representative gave me a completely unrelated response about the refund policy End of story,okay the representative gave me a completely unrelated response about the refund policy end of story,0,negative,Frustration,negative,Home & Kitchen,16,16,long,0,1,0,en,negative
4058,listen the help desk sent me into an infinite loop of my issue end of story hmm,listen the help desk sent me into an infinite loop of my issue end of story,0,negative,Sarcasm,negative,Home & Kitchen,17,16,long,0,1,0,en,negative
4059,Bruh  The representative ignored my question regarding hold music Just putting it out there ??,the representative ignored my question regarding hold music just putting it out there,0,negative,Disappointment,negative,Sports & Outdoors,15,13,medium,6,1,0,en,negative
4060,Their phone system pretended they couldn't hear me talk about hold music Take it or leave it,their phone system pretended they couldn't hear me talk about hold music take it or leave it,0,negative,Disappointment,negative,Electronics,17,17,long,0,1,0,en,negative
4061,wow the representative sent me into an infinite loop of three hours take it or leave it,the representative sent me into an infinite loop of three hours take it or leave it,0,negative,Sarcasm,negative,Clothing,17,16,long,1,1,0,en,negative
4062,look the automated bot sent me into an infinite loop of three hours,look the automated bot sent me into an infinite loop of three hours,0,negative,Sarcasm,negative,Sports & Outdoors,13,13,medium,2,1,0,en,negative
4063,ok so the automated bot ignored my question regarding my issue oh well yeah,ok so the automated bot ignored my question regarding my issue oh well,0,negative,Frustration,negative,Clothing,14,13,medium,0,1,0,en,negative
4064,The email chain sent me into an infinite loop of another product entirely End of story tbh,the email chain sent me into an infinite loop of another product entirely end of story,0,negative,Disappointment,negative,Sports & Outdoors,17,16,long,3,1,0,en,negative
4065,listen the automated bot pretended they couldn't hear me talk about hold music oh well yeah,listen the automated bot pretended they couldn't hear me talk about hold music oh well,0,negative,Frustration,negative,Clothing,16,15,long,4,1,0,en,negative
4067,Well Their phone system pretended they couldn't hear me talk about my issue End of story .,well their phone system pretended they couldn't hear me talk about my issue end of story,0,negative,Sarcasm,negative,Home & Kitchen,17,16,long,0,1,0,en,negative
4068,Honestly Their phone system gave me a completely unrelated response about another product entirely wow,honestly their phone system gave me a completely unrelated response about another product entirely,0,negative,Sarcasm,negative,Home & Kitchen,15,14,medium,3,1,0,en,negative
4069,look the email chain gave me a completely unrelated response about another product entirely lol,look the email chain gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Automotive,15,14,medium,0,1,0,en,negative
4070,Okay  The help desk ignored my question regarding another product entirely Cheers !!,okay the help desk ignored my question regarding another product entirely,0,negative,Sarcasm,negative,Sports & Outdoors,13,11,medium,0,1,0,en,negative
4071,listen  their phone system sent me into an infinite loop of another product entirely ok,listen their phone system sent me into an infinite loop of another product entirely ok,0,negative,Frustration,negative,Clothing,15,15,long,5,1,0,en,negative
4072,the automated bot kept me company for my issue cheers ??,the automated bot kept me company for my issue,0,negative,Sarcasm,negative,Sports & Outdoors,11,9,medium,6,1,0,en,negative
4075,honestly the help desk kept me company for my issue smh,honestly the help desk kept me company for my issue,0,negative,Sarcasm,negative,Home & Kitchen,11,10,medium,0,1,0,en,negative
4077,Look The representative gave me a completely unrelated response about hold music Yup ok,look the representative gave me a completely unrelated response about hold music ok,0,negative,Sarcasm,negative,Electronics,14,13,medium,1,1,0,en,negative
4078,listen the help desk sent me into an infinite loop of the refund policy fascinating yeah,listen the help desk sent me into an infinite loop of the refund policy,0,negative,Frustration,negative,Automotive,16,14,medium,2,1,0,en,negative
4079,honestly  the email chain sent me into an infinite loop of my issue yup hmm,honestly the email chain sent me into an infinite loop of my issue,0,negative,Sarcasm,negative,Home & Kitchen,15,13,medium,1,1,0,en,negative
4080,The representative kept me company for three hours Just putting it out there ok,the representative kept me company for three hours just putting it out there ok,0,negative,Disappointment,negative,Home & Kitchen,14,14,medium,0,1,0,en,negative
4081,If im being real The automated bot sent me into an infinite loop of the refund policy Fascinating yeah,if im being real the automated bot sent me into an infinite loop of the refund policy,0,negative,Sarcasm,negative,Clothing,19,17,long,2,1,0,en,negative
4082,right so the representative ignored my question regarding another product entirely make of that what you will lol,right so the representative ignored my question regarding another product entirely make of that what you will,0,negative,Disappointment,negative,Home & Kitchen,18,17,long,5,1,0,en,negative
4084,first off their phone system kept me company for another product entirely oh well,first off their phone system kept me company for another product entirely oh well,0,negative,Sarcasm,negative,Automotive,14,14,medium,0,1,0,en,negative
4085,So Their phone system kept me company for another produc tentirely Just putting it out there,so their phone system kept me company for another produc tentirely just putting it out there,0,negative,Sarcasm,negative,Home & Kitchen,16,16,long,1,1,0,en,negative
4086,so  the representative sent me into an infinite loop of another product entirely hmm,so the representative sent me into an infinite loop of another product entirely,0,negative,Disappointment,negative,Sports & Outdoors,14,13,medium,2,1,0,en,negative
4087,well the email chain gave me a completely unrelated response about three hours whatever yeah,well the email chain gave me a completely unrelated response about three hours,0,negative,Sarcasm,negative,Home & Kitchen,15,13,medium,2,1,0,en,negative
4088,right  so the automated bot pretended they couldnt hear me talk about my issue oh well ok,right so the automated bot pretended they couldnt hear me talk about my issue oh well ok,0,negative,Frustration,negative,Automotive,17,17,long,2,1,0,en,negative
4089,well the representative ignored my question regarding three hours take it or leave it hmm,well the representative ignored my question regarding three hours take it or leave it,0,negative,Disappointment,negative,Home & Kitchen,15,14,medium,3,1,0,en,negative
4090,i guess the help desk gave me a completely unrelated response about another product entirely !!,i guess the help desk gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Electronics,16,15,long,2,1,0,en,negative
4092,Wow Their phone system kept me company for the refund policy Yup ??,their phone system kept me company for the refund policy,0,negative,Sarcasm,negative,Automotive,13,10,medium,7,1,0,en,negative
4093,if im being real their phone system kept me company for my issue end of story hmm,if im being real their phone system kept me company for my issue end of story,0,negative,Frustration,negative,Sports & Outdoors,17,16,long,1,1,0,en,negative
4095,The email chain ignored my question regarding three hours Fascinating ok,the email chain ignored my question regarding three hours ok,0,negative,Frustration,negative,Sports & Outdoors,11,10,medium,0,1,0,en,negative
4096,the automated bot gave me a completely unrelated response about three hours whatever .,the automated bot gave me a completely unrelated response about three hours,0,negative,Sarcasm,negative,Electronics,14,12,medium,1,1,0,en,negative
4097,right so the email chain sent me into an infinite loop of the refund policy,right so the email chain sent me into an infinite loop of the refund policy,0,negative,Frustration,negative,Automotive,15,15,long,3,1,0,en,negative
4098,their  phone system gave me a completely unrelated response about the refund policy anyway ok,their phone system gave me a completely unrelated response about the refund policy ok,0,negative,Sarcasm,negative,Sports & Outdoors,15,14,medium,2,1,0,en,negative
4100,The email chain ignored my question regarding another product entirely tbh,the email chain ignored my question regarding another product entirely,0,negative,Disappointment,negative,Clothing,11,10,medium,3,1,0,en,negative
4101,well the help desk sent me into an infinite loop of three hours take it or leave it wow,well the help desk sent me into an infinite loop of three hours take it or leave it,0,negative,Disappointment,negative,Automotive,19,18,long,3,1,0,en,negative
4102,if im being real the automated bot gave me a completely unrelated response about hold music,if im being real the automated bot gave me a completely unrelated response about hold music,0,negative,Sarcasm,negative,Automotive,16,16,long,0,1,0,en,negative
4103,The  representative pretended they couldn't hear me talk about another product entirely Anyway hmm,the representative pretended they couldn't hear me talk about another product entirely,0,negative,Frustration,negative,Sports & Outdoors,14,12,medium,1,1,0,en,negative
4104,Right so The help desk pretended they couldn't hear me talk about three hours End of story wow,right so the help desk pretended they couldn't hear me talk about three hours end of story,0,negative,Sarcasm,negative,Home & Kitchen,18,17,long,0,1,0,en,negative
4105,listen the email chain sent me into an infinite loop of three hours ??,listen the email chain sent me into an infinite loop of three hours,0,negative,Frustration,negative,Electronics,14,13,medium,0,1,0,en,negative
4106,well the representative kept me company for my issue make of that what you will wow,well the representative kept me company for my issue make of that what you will,0,negative,Disappointment,negative,Sports & Outdoors,16,15,long,1,1,0,en,negative
4108,ok so the email chain gave me a completely unrelated response about the refund policy .,ok so the email chain gave me a completely unrelated response about the refund policy,0,negative,Frustration,negative,Clothing,16,15,long,4,1,0,en,negative
4109,The automated bot sent me into an infinite loop of three hours Oh well lol,the automated bot sent me into an infinite loop of three hours oh well,0,negative,Disappointment,negative,Clothing,15,14,medium,2,1,0,en,negative
4110,so their phone system ignored my question regarding hold music yup wow,so their phone system ignored my question regarding hold music,0,negative,Disappointment,negative,Sports & Outdoors,12,10,medium,0,1,0,en,negative
4111,listen the help desk ignored my question regarding the refund policy fascinating .,listen the help desk ignored my question regarding the refund policy,0,negative,Sarcasm,negative,Home & Kitchen,13,11,medium,5,1,0,en,negative
4113,Right  so Their phone system pretended they couldnt hear me talk about the refund policy,right so their phone system pretended they couldnt hear me talk about the refund policy,0,negative,Frustration,negative,Home & Kitchen,15,15,long,1,1,0,en,negative
4114,okay the automated bot kept me company for three hours smh,okay the automated bot kept me company for three hours,0,negative,Frustration,negative,Clothing,11,10,medium,1,1,0,en,negative
4115,The help desk sent me into an infinite loop of another product entirely,the help desk sent me into an infinite loop of another product entirely,0,negative,Disappointment,negative,Automotive,13,13,medium,2,1,0,en,negative
4116,I guess The representative ignored my question regarding the refund policy smh,i guess the representative ignored my question regarding the refund policy,0,negative,Frustration,negative,Home & Kitchen,12,11,medium,3,1,0,en,negative
4117,Look The automated bot sent me into an infinite loop of the refund policy,look the automated bot sent me into an infinite loop of the refund policy,0,negative,Sarcasm,negative,Electronics,14,14,medium,0,1,0,en,negative
4118,Look The automated bot ignored my question regarding hold music End of story tbh,look the automated bot ignored my question regarding hold music end of story,0,negative,Sarcasm,negative,Clothing,14,13,medium,3,1,0,en,negative
4119,Right so The automated bot gave me a completely unrelated response about my issue lol,right so the automated bot gave me a completely unrelated response about my issue,0,negative,Frustration,negative,Clothing,15,14,medium,0,1,0,en,negative
4122,wow the automated bot pretended they couldnt hear me talk about three hours,the automated bot pretended they couldnt hear me talk about three hours,0,negative,Disappointment,negative,Sports & Outdoors,13,12,medium,10,1,0,en,negative
4124,The  representative kept me company for another product entirely Yup .,the representative kept me company for another product entirely,0,negative,Frustration,negative,Home & Kitchen,11,9,medium,3,1,0,en,negative
4125,well their phone system pretended they couldn't hear me talk about the refund policy just putting it out there hmm,well their phone system pretended they couldn't hear me talk about the refund policy just putting it out there,0,negative,Sarcasm,negative,Sports & Outdoors,20,19,long,1,1,0,en,negative
4126,Okay Teh automated bot gave me a completely unrelated response about hold music wow,okay teh automated bot gave me a completely unrelated response about hold music,0,negative,Frustration,negative,Sports & Outdoors,14,13,medium,4,1,0,en,negative
4127,Their phone syste msent me into an infinite loop of my issue Take it or leave it .,their phone syste msent me into an infinite loop of my issue take it or leave it,0,negative,Disappointment,negative,Electronics,18,17,long,3,1,0,en,negative
4128,the help desk ignored my question regarding my issue,the help desk ignored my question regarding my issue,0,negative,Disappointment,negative,Automotive,9,9,medium,3,1,0,en,negative
4129,Well The automated bot ignored my question regarding my issue !!,well the automated bot ignored my question regarding my issue,0,negative,Frustration,negative,Automotive,11,10,medium,0,1,0,en,negative
4130,okay the email chain pretended they couldn't hear me talk about the refund policy smh,okay the email chain pretended they couldn't hear me talk about the refund policy,0,negative,Frustration,negative,Home & Kitchen,15,14,medium,5,1,0,en,negative
4131,the email chain gave me a completely unrelated response about another product entirely !!,the email chain gave me a completely unrelated response about another product entirely,0,negative,Frustration,negative,Clothing,14,13,medium,2,1,0,en,negative
4132,The email chain ignored my question regarding hold music,the email chain ignored my question regarding hold music,0,negative,Frustration,negative,Automotive,9,9,medium,0,1,0,en,negative
4133,their phone system gave me a completely unreltaed response about hold music take it or leave it wow,their phone system gave me a completely unreltaed response about hold music take it or leave it,0,negative,Disappointment,negative,Clothing,18,17,long,2,1,0,en,negative
4134,Ok so The help desk ignored my question regarding the refund policy Oh well wow,ok so the help desk ignored my question regarding the refund policy oh well,0,negative,Disappointment,negative,Automotive,15,14,medium,2,1,0,en,negative
4135,First off The representative ignored my question regarding my issue Just putting it out there ok,first off the representative ignored my question regarding my issue just putting it out there ok,0,negative,Disappointment,negative,Automotive,16,16,long,0,1,0,en,negative
4136,Ok so The representative pretended they couldn't hear me talk about another product entirely,ok so the representative pretended they couldn't hear me talk about another product entirely,0,negative,Frustration,negative,Electronics,14,14,medium,0,1,0,en,negative
4137,The representative pretended they couldn't hear me talk about the refund policy Just putting it out there .,the representative pretended they couldn't hear me talk about the refund policy just putting it out there,0,negative,Sarcasm,negative,Automotive,18,17,long,8,1,0,en,negative
4138,Listen Their phone system ignored my question regarding three hours Yup hmm,listen their phone system ignored my question regarding three hours,0,negative,Sarcasm,negative,Automotive,12,10,medium,4,1,0,en,negative
4140,ok  so the help desk ignored my question regarding the refund policy anyway ok,ok so the help desk ignored my question regarding the refund policy ok,0,negative,Sarcasm,negative,Clothing,14,13,medium,2,1,0,en,negative
