id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized,vader_label,vader_compound,vader_pos_conf,vader_neu_conf,vader_neg_conf,transformer_label,transformer_confidence,transformer_score
2802,So This specific model has a very unique way of ignoring basic usability Cheers !!,so this specific model has a very unique way of ignoring basic usability,0,negative,Sarcasm,negative,Automotive,15,13,medium,0,1,0,en,negative,negative,-0.4019,0.0,0.803,0.197,negative,0.9991858601570129,-0.9991858601570129
2803,the  design team turned into modern art instead of a paperweight cheers lol,the design team turned into modern art instead of a paperweight,0,negative,Sarcasm,negative,Electronics,13,11,medium,3,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,positive,0.9522968530654907,0.9522968530654907
2804,Okay The engineers turned into mdoern art instead of the laws of physics ok,okay the engineers turned into mdoern art instead of the laws of physics ok,0,negative,Disappointment,negative,Automotive,14,14,medium,2,1,0,en,negative,positive,0.4767,0.255,0.745,0.0,negative,0.9965774416923523,-0.9965774416923523
2805,look the engineers has a very unique way of ignoring basic usability take it or leave it,look the engineers has a very unique way of ignoring basic usability take it or leave it,0,negative,Frustration,negative,Electronics,17,17,long,0,1,0,en,negative,negative,-0.4404,0.0,0.782,0.218,negative,0.998768150806427,-0.998768150806427
2806,Okay This specific model turned into modern art instead of  apaperweight Make of that what you will ??,okay this specific model turned into modern art instead of apaperweight make of that what you will,0,negative,Disappointment,negative,Electronics,18,17,long,0,1,0,en,negative,positive,0.2263,0.106,0.894,0.0,positive,0.9935097098350525,0.9935097098350525
2809,This specific model turned into modern art instead of basic usability Yup !!,this specific model turned into modern art instead of basic usability,0,negative,Disappointment,negative,Automotive,13,11,medium,2,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9994575381278992,-0.9994575381278992
2810,Right so This gear met my absolute lowest expectations for basic usability Cheers tbh,right so this gear met my absolute lowest expectations for basic usability,0,negative,Frustration,negative,Sports & Outdoors,14,12,medium,0,1,0,en,negative,negative,-0.3818,0.0,0.809,0.191,positive,0.6248576045036316,0.6248576045036316
2811,I guess The design team successfully functions as basic usability Whatever ??,i guess the design team successfully functions as basic usability,0,negative,Sarcasm,negative,Automotive,12,10,medium,2,1,0,en,negative,positive,0.4939,0.286,0.714,0.0,positive,0.9910877346992493,0.9910877346992493
2812,This  specific model turned into modern art instead of doing what it should Make of that what you will,this specific model turned into modern art instead of doing what it should make of that what you will,0,negative,Disappointment,negative,Automotive,19,19,long,3,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9973528385162354,-0.9973528385162354
2813,I guess The engineers successfully functions as a physical object yeah,i guess the engineers successfully functions as a physical object,0,negative,Disappointment,negative,Clothing,11,10,medium,6,1,0,en,negative,positive,0.4939,0.314,0.686,0.0,positive,0.9955669045448303,0.9955669045448303
2814,So The design team has a very unique way of ignoring basic usability hmm,so the design team has a very unique way of ignoring basic usability,0,negative,Sarcasm,negative,Home & Kitchen,14,13,medium,3,1,0,en,negative,negative,-0.4019,0.0,0.803,0.197,negative,0.9990594983100891,-0.9990594983100891
2815,if im being real the engineers has a very unique way of ignoring a physical object yup .,if im being real the engineers has a very unique way of ignoring a physical object,0,negative,Sarcasm,negative,Electronics,18,16,long,0,1,0,en,negative,negative,-0.4019,0.0,0.828,0.172,negative,0.9990003705024719,-0.9990003705024719
2816,First off The design team turned into modern art instead of a paperweight Just putting it out there ok,first off the design team turned into modern art instead of a paperweight just putting it out there ok,0,negative,Sarcasm,negative,Automotive,19,19,long,2,1,0,en,negative,positive,0.296,0.115,0.885,0.0,positive,0.9935370087623596,0.9935370087623596
2817,the  design team has a very unique way of ignoring the laws of physics make of that what you will,the design team has a very unique way of ignoring the laws of physics make of that what you will,0,negative,Disappointment,negative,Clothing,20,20,long,2,1,0,en,negative,negative,-0.4019,0.0,0.87,0.13,negative,0.973352313041687,-0.973352313041687
2818,this  specific model met my absolute lowest expectations for basic usability smh,this specific model met my absolute lowest expectations for basic usability,0,negative,Disappointment,negative,Automotive,12,11,medium,5,1,0,en,negative,negative,-0.3818,0.0,0.794,0.206,negative,0.9830416440963745,-0.9830416440963745
2819,look the entire thing successfully functions as doing what it should .,look the entire thing successfully functions as doing what it should,0,negative,Disappointment,negative,Sports & Outdoors,12,11,medium,0,1,0,en,negative,positive,0.4939,0.242,0.758,0.0,positive,0.999097466468811,0.999097466468811
2820,Ok so The design team made some interesting choices regarding a paperweight ok,ok so the design team made some interesting choices regarding a paperweight ok,0,negative,Sarcasm,negative,Clothing,13,13,medium,2,1,0,en,negative,positive,0.7269,0.441,0.559,0.0,positive,0.9987095594406128,0.9987095594406128
2822,Okay This specific model successfully functions as the laws of physics ??,okay this specific model successfully functions as the laws of physics,0,negative,Frustration,negative,Sports & Outdoors,12,11,medium,6,1,0,en,negative,positive,0.6249,0.362,0.638,0.0,positive,0.9996936321258545,0.9996936321258545
2823,The entire thing met my absolute lowest expectations for basic usability Just putting it out there,the entire thing met my absolute lowest expectations for basic usability just putting it out there,0,negative,Sarcasm,negative,Electronics,16,16,long,2,1,0,en,negative,negative,-0.3818,0.0,0.852,0.148,negative,0.8486320972442627,-0.8486320972442627
2824,Right  so The engineers has a very unique way of ignoring doing what it should Just putting it out there hmm,right so the engineers has a very unique way of ignoring doing what it should just putting it out there,0,negative,Disappointment,negative,Electronics,21,20,long,2,1,0,en,negative,negative,-0.4019,0.0,0.87,0.13,negative,0.9980950951576233,-0.9980950951576233
2825,Okay This specific model made some interesting choices regarding the laws of physics Yup tbh,okay this specific model made some interesting choices regarding the laws of physics,0,negative,Disappointment,negative,Sports & Outdoors,15,13,medium,0,1,0,en,negative,positive,0.5574,0.295,0.705,0.0,positive,0.9978423118591309,0.9978423118591309
2826,The design team has a very unique way of ignoring a paperweight Fascinating ok,the design team has a very unique way of ignoring a paperweight ok,0,negative,Sarcasm,negative,Home & Kitchen,14,13,medium,6,1,0,en,negative,negative,-0.128,0.158,0.647,0.194,negative,0.9757604598999023,-0.9757604598999023
2827,wow this specific model successfully functions as a paperweight anyway tbh,this specific model successfully functions as a paperweight,0,negative,Disappointment,negative,Automotive,11,8,medium,2,1,0,en,negative,positive,0.4939,0.348,0.652,0.0,positive,0.9971405267715454,0.9971405267715454
2828,the engineers made some interesting choices regarding a physical object just putting it out there,the engineers made some interesting choices regarding a physical object just putting it out there,0,negative,Frustration,negative,Sports & Outdoors,15,15,long,2,1,0,en,negative,positive,0.4019,0.172,0.828,0.0,positive,0.9671022295951843,0.9671022295951843
2830,this thing met my absolute lowest expectations for basic usability yup lol,this thing met my absolute lowest expectations for basic usability,0,negative,Disappointment,negative,Home & Kitchen,12,10,medium,6,1,0,en,negative,negative,-0.3818,0.0,0.776,0.224,negative,0.9495298266410828,-0.9495298266410828
2831,This fabric successfully functions as the laws of physics Fascinating hmm,this fabric successfully functions as the laws of physics,0,negative,Disappointment,negative,Clothing,11,9,medium,3,1,0,en,negative,positive,0.4939,0.286,0.714,0.0,positive,0.9997161030769348,0.9997161030769348
2832,Okay  This specific model met my absolute lowest expectations for a physical object Oh well ??,okay this specific model met my absolute lowest expectations for a physical object oh well,0,negative,Sarcasm,negative,Sports & Outdoors,16,15,long,6,1,0,en,negative,positive,0.1027,0.227,0.625,0.148,positive,0.7006548643112183,0.7006548643112183
2833,this  piece successfully functions as a physical object take it or leave it .,this piece successfully functions as a physical object take it or leave it,0,negative,Sarcasm,negative,Clothing,14,13,medium,5,1,0,en,negative,positive,0.4588,0.222,0.694,0.083,positive,0.9996664524078369,0.9996664524078369
2834,Look This piece successfull yfunctions as a physical object End of story,look this piece successfull yfunctions as a physical object end of story,0,negative,Disappointment,negative,Clothing,12,12,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.990364134311676,-0.990364134311676
2835,Wow  The entire thing met my absolute lowest expectations ofr a paperweight .,the entire thing met my absolute lowest expectations ofr a paperweight,0,negative,Disappointment,negative,Home & Kitchen,13,11,medium,0,1,0,en,negative,negative,-0.3818,0.0,0.776,0.224,negative,0.9946110248565674,-0.9946110248565674
2836,Ok so The design team met my absolute lowest expectations for basic usability Take it or leave it yeah,ok so the design team met my absolute lowest expectations for basic usability take it or leave it,0,negative,Disappointment,negative,Automotive,19,18,long,0,1,0,en,negative,negative,-0.1531,0.105,0.714,0.181,positive,0.8234086036682129,0.8234086036682129
2838,Right so The entire thing has a very unique way of ignoring basic usability Cheers ok,right so the entire thing has a very unique way of ignoring basic usability ok,0,negative,Frustration,negative,Home & Kitchen,16,15,long,1,1,0,en,negative,negative,-0.128,0.13,0.71,0.16,negative,0.9992576241493225,-0.9992576241493225
2839,Look The engineesr made some interesting choices regarding a physical object Make of that what you will tbh,look the engineesr made some interesting choices regarding a physical object make of that what you will,0,negative,Disappointment,negative,Sports & Outdoors,18,17,long,1,1,0,en,negative,positive,0.4019,0.153,0.847,0.0,positive,0.9977778792381287,0.9977778792381287
2840,First off The entire thing has a very unique way of ignoring basic usability hmm,first off the entire thing has a very unique way of ignoring basic usability,0,negative,Disappointment,negative,Automotive,15,14,medium,2,1,0,en,negative,negative,-0.4019,0.0,0.816,0.184,negative,0.9994661211967468,-0.9994661211967468
2841,well the design team made some interesting choices regarding the laws of physics anyway !!,well the design team made some interesting choices regarding the laws of physics,0,negative,Sarcasm,negative,Sports & Outdoors,15,13,medium,0,1,0,en,negative,positive,0.5859,0.304,0.696,0.0,positive,0.9994233846664429,0.9994233846664429
2842,well this garment successfully functions as doing what it should hmm,well this garment successfully functions as doing what it should,0,negative,Disappointment,negative,Clothing,11,10,medium,1,1,0,en,negative,positive,0.6486,0.398,0.602,0.0,positive,0.999686598777771,0.999686598777771
2843,The engineers made some interesting choices regarding a physical object Fascinating wow,the engineers made some interesting choices regarding a physical object,0,negative,Disappointment,negative,Electronics,12,10,medium,1,1,0,en,negative,positive,0.4019,0.252,0.748,0.0,positive,0.9989487528800964,0.9989487528800964
2844,well the engineers has a very unique way of ignoring the laws of physics wow,well the engineers has a very unique way of ignoring the laws of physics,0,negative,Frustration,negative,Clothing,15,14,medium,1,1,0,en,negative,negative,-0.1531,0.133,0.696,0.171,negative,0.9720796346664429,-0.9720796346664429
2845,ok so the engineers met my absolute lowest expectations for basic usability smh,ok so the engineers met my absolute lowest expectations for basic usability,0,negative,Sarcasm,negative,Clothing,13,12,medium,2,1,0,en,negative,negative,-0.1027,0.149,0.676,0.176,positive,0.9577890634536743,0.9577890634536743
2846,Right so The design team made some interesting choices regarding a physical object,right so the design team made some interesting choices regarding a physical object,0,negative,Frustration,negative,Home & Kitchen,13,13,medium,2,1,0,en,negative,positive,0.4019,0.197,0.803,0.0,positive,0.9982068538665771,0.9982068538665771
2847,Wow This item turned into modern art instead of a physical object Fascinating,this item turned into modern art instead of a physical object,0,negative,Disappointment,negative,Sports & Outdoors,13,11,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.992629885673523,-0.992629885673523
2848,Right so This garment turned into modern art instead of doing what it should Yup,right so this garment turned into modern art instead of doing what it should,0,negative,Disappointment,negative,Clothing,15,14,medium,5,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9980840682983398,-0.9980840682983398
2849,First off The entire thing turned into modern art instead of a physical object End of story !!,first off the entire thing turned into modern art instead of a physical object end of story,0,negative,Sarcasm,negative,Automotive,18,17,long,5,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9945369362831116,-0.9945369362831116
2851,first off the entire thing met my absolute lowest expectations for a paperweight tbh,first off the entire thing met my absolute lowest expectations for a paperweight,0,negative,Disappointment,negative,Sports & Outdoors,14,13,medium,0,1,0,en,negative,negative,-0.3818,0.0,0.809,0.191,negative,0.9929171800613403,-0.9929171800613403
2852,Bruh This specific model successfully functions as a paperweight Just putting it out there smh,this specific model successfully functions as a paperweight just putting it out there,0,negative,Disappointment,negative,Electronics,15,13,medium,0,1,0,en,negative,positive,0.4939,0.225,0.775,0.0,positive,0.8582728505134583,0.8582728505134583
2853,This material turned into modern art instead of doing what it should Whatever hmm,this material turned into modern art instead of doing what it should,0,negative,Sarcasm,negative,Clothing,14,12,medium,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9985699653625488,-0.9985699653625488
2854,ok so the entire thing has a very unique way of ignoring the laws of physics,ok so the entire thing has a very unique way of ignoring the laws of physics,0,negative,Sarcasm,negative,Sports & Outdoors,16,16,long,2,1,0,en,negative,negative,-0.128,0.123,0.726,0.151,negative,0.992807149887085,-0.992807149887085
2855,so  this specific model made some interesting choices regarding the laws of physics ok,so this specific model made some interesting choices regarding the laws of physics ok,0,negative,Frustration,negative,Automotive,14,14,medium,0,1,0,en,negative,positive,0.5994,0.29,0.71,0.0,positive,0.9952365756034851,0.9952365756034851
2856,Look The entire thing successfully functions as a physical object Cheers smh,look the entire thing successfully functions as a physical object,0,negative,Sarcasm,negative,Clothing,12,10,medium,0,1,0,en,negative,positive,0.4939,0.286,0.714,0.0,positive,0.9984747767448425,0.9984747767448425
2858,Right so This specific model made some interesting choices regarding doing what it should tbh,right so this specific model made some interesting choices regarding doing what it should,0,negative,Disappointment,negative,Electronics,15,14,medium,1,1,0,en,negative,positive,0.4019,0.172,0.828,0.0,positive,0.9976192116737366,0.9976192116737366
2859,Right  so The engineers made some interesting choices regarding a paperweight Make of that what you will tbh,right so the engineers made some interesting choices regarding a paperweight make of that what you will,0,negative,Frustration,negative,Clothing,18,17,long,0,1,0,en,negative,positive,0.4019,0.153,0.847,0.0,positive,0.9981118440628052,0.9981118440628052
2860,Listen The design team met my absolute lowest expectations for a paperweight Yup ??,listen the design team met my absolute lowest expectations for a paperweight,0,negative,Sarcasm,negative,Clothing,14,12,medium,0,1,0,en,negative,negative,-0.3818,0.0,0.794,0.206,negative,0.9529377222061157,-0.9529377222061157
2861,Bruh This piece successfully functions as the laws of physics Oh well ??,this piece successfully functions as the laws of physics oh well,0,negative,Frustration,negative,Clothing,13,11,medium,0,1,0,en,negative,positive,0.6486,0.371,0.629,0.0,positive,0.9998264908790588,0.9998264908790588
2863,first off this specific model made some interesting choices regarding the laws of physics yup,first off this specific model made some interesting choices regarding the laws of physics,0,negative,Disappointment,negative,Clothing,15,14,medium,4,1,0,en,negative,positive,0.4019,0.172,0.828,0.0,positive,0.9911985993385315,0.9911985993385315
2864,this specific model turned into modern art instead of a paperweight ok,this specific model turned into modern art instead of a paperweight ok,0,negative,Frustration,negative,Clothing,12,12,medium,2,1,0,en,negative,positive,0.296,0.18,0.82,0.0,positive,0.8268305063247681,0.8268305063247681
2865,This equipment made some interesting choices regarding the laws of physics Make of that what you will ??,this equipment made some interesting choices regarding the laws of physics make of that what you will,0,negative,Sarcasm,negative,Sports & Outdoors,18,17,long,0,1,0,en,negative,positive,0.4019,0.144,0.856,0.0,positive,0.9979491829872131,0.9979491829872131
2866,listen this specific model met my absolute lowest expectations for doing what it should take it or leave it yeah,listen this specific model met my absolute lowest expectations for doing what it should take it or leave it,0,negative,Disappointment,negative,Home & Kitchen,20,19,long,4,1,0,en,negative,negative,-0.4215,0.0,0.817,0.183,negative,0.9904204607009888,-0.9904204607009888
2867,If im being real This apparatus turned into modern art instead of basic usability Make of thatw hat you will,if im being real this apparatus turned into modern art instead of basic usability make of thatw hat you will,0,negative,Disappointment,negative,Sports & Outdoors,20,20,long,1,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.946445643901825,-0.946445643901825
2868,this hardware successfully functions as the laws of physics,this hardware successfully functions as the laws of physics,0,negative,Sarcasm,negative,Automotive,9,9,medium,1,1,0,en,negative,positive,0.4939,0.286,0.714,0.0,positive,0.9996300935745239,0.9996300935745239
2870,i guess the design team successfully functions as doing what it should end of story yeah,i guess the design team successfully functions as doing what it should end of story,0,negative,Disappointment,negative,Sports & Outdoors,16,15,long,1,1,0,en,negative,positive,0.4939,0.198,0.802,0.0,positive,0.9966616630554199,0.9966616630554199
2871,Look The design team made some interesting choices regarding doing what it should hmm,look the design team made some interesting choices regarding doing what it should,0,negative,Frustration,negative,Sports & Outdoors,14,13,medium,1,1,0,en,negative,positive,0.4019,0.184,0.816,0.0,positive,0.9991349577903748,0.9991349577903748
2872,if im being real this unit turned into modern art instead of doing what it should anyway tbh,if im being real this unit turned into modern art instead of doing what it should,0,negative,Frustration,negative,Electronics,18,16,long,4,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9989191293716431,-0.9989191293716431
2873,Look The entire thing successfully functions as a paperweight !!,look the entire thing successfully functions as a paperweight,0,negative,Disappointment,negative,Automotive,10,9,medium,2,1,0,en,negative,positive,0.4939,0.314,0.686,0.0,positive,0.9786854982376099,0.9786854982376099
2874,the design team has a very unique way of ignoring a physical object whatever,the design team has a very unique way of ignoring a physical object,0,negative,Disappointment,negative,Home & Kitchen,14,13,medium,6,1,0,en,negative,negative,-0.4019,0.0,0.787,0.213,negative,0.9798205494880676,-0.9798205494880676
2875,i guess the engineers turned into modern art instead of doing what it should end of story wow,i guess the engineers turned into modern art instead of doing what it should end of story,0,negative,Disappointment,negative,Home & Kitchen,18,17,long,0,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9995514750480652,-0.9995514750480652
2876,first off the entire thing turned into modern art instead of a physical object cheers yeah,first off the entire thing turned into modern art instead of a physical object,0,negative,Disappointment,negative,Clothing,16,14,medium,9,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9936037659645081,-0.9936037659645081
2877,Ok so This piece made some interesting choices regarding a paperweight Take it or leave it,ok so this piece made some interesting choices regarding a paperweight take it or leave it,0,negative,Frustration,negative,Clothing,16,16,long,0,1,0,en,negative,positive,0.5719,0.271,0.663,0.066,positive,0.9927532076835632,0.9927532076835632
2878,honestly the engineers has a very unique way of ignoring doing what it should smh,honestly the engineers has a very unique way of ignoring doing what it should,0,negative,Sarcasm,negative,Electronics,15,14,medium,6,1,0,en,negative,positive,0.0772,0.18,0.659,0.162,negative,0.9308255314826965,-0.9308255314826965
2879,The engineers met my absolute lowest expectations for the laws of physics End of story ok,the engineers met my absolute lowest expectations for the laws of physics end of story ok,0,negative,Frustration,negative,Clothing,16,16,long,3,1,0,en,negative,negative,-0.1027,0.117,0.745,0.138,negative,0.9931066632270813,-0.9931066632270813
2882,Bruh The engineers met my absolute lowest expectations for a physical object Just putting it out there hmm,the engineers met my absolute lowest expectations for a physical object just putting it out there,0,negative,Disappointment,negative,Electronics,18,16,long,1,1,0,en,negative,negative,-0.3818,0.0,0.843,0.157,negative,0.9856414198875427,-0.9856414198875427
2883,Wow The engineers made some interesting choice sregarding basic usability Anyway,the engineers made some interesting choice sregarding basic usability,0,negative,Sarcasm,negative,Automotive,11,9,medium,1,1,0,en,negative,positive,0.4019,0.252,0.748,0.0,negative,0.8570773005485535,-0.8570773005485535
2884,well this kit successfully functions as a paperweight anyway lol,well this kit successfully functions as a paperweight,0,negative,Sarcasm,negative,Sports & Outdoors,10,8,medium,9,1,0,en,negative,positive,0.6486,0.515,0.485,0.0,positive,0.9984539747238159,0.9984539747238159
2885,honestly this specific model turned into modern art instead of the laws of physics yup ok,honestly this specific model turned into modern art instead of the laws of physics ok,0,negative,Sarcasm,negative,Clothing,16,15,long,0,1,0,en,negative,positive,0.6369,0.286,0.714,0.0,negative,0.983819842338562,-0.983819842338562
2886,So The design team made some interesting choices regarding the laws of physics Just putting it out there lol,so the design team made some interesting choices regarding the laws of physics just putting it out there,0,negative,Disappointment,negative,Clothing,19,18,long,4,1,0,en,negative,positive,0.4019,0.137,0.863,0.0,positive,0.935235321521759,0.935235321521759
2887,Listen The entire thing has a very unique way of ignoring doing what it should Anyway lol,listen the entire thing has a very unique way of ignoring doing what it should,0,negative,Frustration,negative,Sports & Outdoors,17,15,long,2,1,0,en,negative,negative,-0.4019,0.0,0.828,0.172,negative,0.9977127313613892,-0.9977127313613892
2888,Okay This specific model successfully functions as the laws of physics Oh well !!,okay this specific model successfully functions as the laws of physics oh well,0,negative,Frustration,negative,Sports & Outdoors,14,13,medium,6,1,0,en,negative,positive,0.7351,0.419,0.581,0.0,positive,0.9996705055236816,0.9996705055236816
2889,I guess This specific model met my absolute lowest expectations for a paperweight wow,i guess this specific model met my absolute lowest expectations for a paperweight,0,negative,Frustration,negative,Clothing,14,13,medium,1,1,0,en,negative,negative,-0.3818,0.0,0.794,0.206,negative,0.998712420463562,-0.998712420463562
2890,listen the engineers met my absolute lowest expectations for the laws of physics make of that what you will tbh,listen the engineers met my absolute lowest expectations for the laws of physics make of that what you will,0,negative,Disappointment,negative,Automotive,20,19,long,4,1,0,en,negative,negative,-0.3818,0.0,0.874,0.126,positive,0.9598242044448853,0.9598242044448853
2891,i guess the engineers successfully functions as a paperweight end of story,i guess the engineers successfully functions as a paperweight end of story,0,negative,Sarcasm,negative,Automotive,12,12,medium,0,1,0,en,negative,positive,0.4939,0.262,0.738,0.0,negative,0.9501636624336243,-0.9501636624336243
2892,Ok so This specific model met my absolute lowest expectations for doing what it should ??,ok so this specific model met my absolute lowest expectations for doing what it should,0,negative,Frustration,negative,Clothing,16,15,long,0,1,0,en,negative,negative,-0.1027,0.124,0.73,0.146,positive,0.9899553060531616,0.9899553060531616
2893,Right so This equipment has a very unique way of ignoring a paperweight Cheers ??,right so this equipment has a very unique way of ignoring a paperweight,0,negative,Sarcasm,negative,Sports & Outdoors,15,13,medium,3,1,0,en,negative,negative,-0.4019,0.0,0.787,0.213,negative,0.9940018057823181,-0.9940018057823181
2894,the design team has a very unique way of ignoring doing what it should ok,the design team has a very unique way of ignoring doing what it should ok,0,negative,Frustration,negative,Sports & Outdoors,15,15,long,1,1,0,en,negative,negative,-0.128,0.13,0.71,0.16,negative,0.997805655002594,-0.997805655002594
2896,This specific model successfully functions as basic usability Make of that what you will smh,this specific model successfully functions as basic usability make of that what you will,0,negative,Sarcasm,negative,Automotive,15,14,medium,2,1,0,en,negative,positive,0.4939,0.198,0.802,0.0,positive,0.9996567964553833,0.9996567964553833
2897,i guess this gizmo has a very unique way of ignoring a paperweight end of story yeah,i guess this gizmo has a very unique way of ignoring a paperweight end of story,0,negative,Disappointment,negative,Electronics,17,16,long,0,1,0,en,negative,negative,-0.4019,0.0,0.816,0.184,negative,0.9984071850776672,-0.9984071850776672
2898,If im being real The design team successfully functions as the laws of physics Fascinating tbh,if im being real the design team successfully functions as the laws of physics,0,negative,Sarcasm,negative,Automotive,16,14,medium,3,1,0,en,negative,positive,0.4939,0.198,0.802,0.0,positive,0.9745450615882874,0.9745450615882874
2900,So This kit has a very unique way of ignoring basic usabliity,so this kit has a very unique way of ignoring basic usabliity,0,negative,Frustration,negative,Sports & Outdoors,12,12,medium,2,1,0,en,negative,negative,-0.4019,0.0,0.787,0.213,negative,0.9968872666358948,-0.9968872666358948
2901,The design team turned into modern art instead of doing what it should Take it or leave it smh,the design team turned into modern art instead of doing what it should take it or leave it,0,negative,Frustration,negative,Electronics,19,18,long,6,1,0,en,negative,negative,-0.0516,0.0,0.934,0.066,negative,0.9989553689956665,-0.9989553689956665
2902,I guess The design team has a very unique way of ignoring the laws of physics Anyway hmm,i guess the design team has a very unique way of ignoring the laws of physics,0,negative,Frustration,negative,Home & Kitchen,18,16,long,7,1,0,en,negative,negative,-0.4019,0.0,0.828,0.172,negative,0.9986536502838135,-0.9986536502838135
2903,The engineers has a very unique way of ignoring doing what it should ok,the engineers has a very unique way of ignoring doing what it should ok,0,negative,Disappointment,negative,Sports & Outdoors,14,14,medium,9,1,0,en,negative,negative,-0.128,0.138,0.692,0.17,negative,0.9975553154945374,-0.9975553154945374
2904,Well The engineers made some interesting choices regarding doing what it should Make of that what you will .,well the engineers made some interesting choices regarding doing what it should make of that what you will,0,negative,Disappointment,negative,Clothing,19,18,long,0,1,0,en,negative,positive,0.5859,0.231,0.769,0.0,positive,0.998869001865387,0.998869001865387
2906,Right so The entire thing successfully functions as doing what it should Anyway,right so the entire thing successfully functions as doing what it should,0,negative,Frustration,negative,Electronics,13,12,medium,1,1,0,en,negative,positive,0.4939,0.225,0.775,0.0,positive,0.9995481371879578,0.9995481371879578
2907,look  the entire thing turned into modern art instead of a paperweight take it or leave it lol,look the entire thing turned into modern art instead of a paperweight take it or leave it,0,negative,Frustration,negative,Clothing,18,17,long,0,1,0,en,negative,negative,-0.0516,0.0,0.926,0.074,positive,0.8219585418701172,0.8219585418701172
2909,Honestly This gizmo successfully functions as the laws of physics Yup tbh,honestly this gizmo successfully functions as the laws of physics,0,negative,Disappointment,negative,Electronics,12,10,medium,1,1,0,en,negative,positive,0.7351,0.437,0.563,0.0,positive,0.9995331764221191,0.9995331764221191
2910,Okay The design team met my absolute lowest expectations for a paperweight Fascinating,okay the design team met my absolute lowest expectations for a paperweight,0,negative,Frustration,negative,Electronics,13,12,medium,8,1,0,en,negative,negative,-0.1779,0.141,0.667,0.193,positive,0.8720146417617798,0.8720146417617798
2911,First off This device successfully functions as doing whati t should Fascinating lol,first off this device successfully functions as doing whati t should,0,negative,Sarcasm,negative,Electronics,13,11,medium,0,1,0,en,negative,positive,0.4939,0.262,0.738,0.0,positive,0.9655218124389648,0.9655218124389648
2912,I guess The engineers met my absolute lowest expectations for doing what it should !!,i guess the engineers met my absolute lowest expectations for doing what it should,0,negative,Sarcasm,negative,Home & Kitchen,15,14,medium,0,1,0,en,negative,negative,-0.3818,0.0,0.822,0.178,negative,0.9959315657615662,-0.9959315657615662
2913,first off the engineers met my absolute lowest expectations for a physical object fascinating lol,first off the engineers met my absolute lowest expectations for a physical object,0,negative,Frustration,negative,Automotive,15,13,medium,1,1,0,en,negative,negative,-0.3818,0.0,0.809,0.191,negative,0.9882122874259949,-0.9882122874259949
2914,the entire thing successfully functions as a paperweight ??,the entire thing successfully functions as a paperweight,0,negative,Sarcasm,negative,Electronics,9,8,medium,0,1,0,en,negative,positive,0.4939,0.348,0.652,0.0,positive,0.9920233488082886,0.9920233488082886
2916,honestly this specific model made some interesting choices regarding a physical object just putting it out there smh,honestly this specific model made some interesting choices regarding a physical object just putting it out there,0,negative,Frustration,negative,Sports & Outdoors,18,17,long,1,1,0,en,negative,positive,0.6908,0.289,0.711,0.0,positive,0.9948670864105225,0.9948670864105225
2917,Look This accessory made some interesting choices regarding a physical object Fascinating tbh,look this accessory made some interesting choices regarding a physical object,0,negative,Sarcasm,negative,Automotive,13,11,medium,0,1,0,en,negative,positive,0.4019,0.231,0.769,0.0,positive,0.9975232481956482,0.9975232481956482
2918,if im being real this fixture made some interesting choices regarding the laws of physics !!,if im being real this fixture made some interesting choices regarding the laws of physics,0,negative,Disappointment,negative,Home & Kitchen,16,15,long,4,1,0,en,negative,positive,0.4019,0.162,0.838,0.0,negative,0.9571067690849304,-0.9571067690849304
2919,so the engineers has a very unique way of ignoring a paperweight yup wow,so the engineers has a very unique way of ignoring a paperweight,0,negative,Disappointment,negative,Clothing,14,12,medium,0,1,0,en,negative,negative,-0.4019,0.0,0.769,0.231,negative,0.9930006265640259,-0.9930006265640259
2920,If im being real The design team turned into modern art instead of doing what it should Yup,if im being real the design team turned into modern art instead of doing what it should,0,negative,Disappointment,negative,Electronics,18,17,long,5,1,0,en,negative,neutral,0.0,0.0,1.0,0.0,negative,0.9993626475334167,-0.9993626475334167
2921,bruh  the entire thing met my absolute lowest expectations for a paperweight just putting it out there lol,the entire thing met my absolute lowest expectations for a paperweight just putting it out there,0,negative,Frustration,negative,Home & Kitchen,18,16,long,0,1,0,en,negative,negative,-0.3818,0.0,0.843,0.157,negative,0.9894185662269592,-0.9894185662269592
